id_asegurado,nombre_completo,documento_identidad,telefono,correo_electronico,fecha_registro,segmento,antiguedad_meses,ciudad,numero_polizas,reclamos_ultimos_12_meses,mora_actual,lista_restrictiva
ase-862c7eea,BLAS EDMUNDO LLOPIS MORCILLO,0743859311,0982748317,dmarino@example.net,2025-06-22T09:47:46.520321+00:00,,,,,,False,False
ase-41465d43,ELODIA TITO CABEZAS CARBÓ,1782399599,0981747702,titosanmiguel@example.org,2025-08-22T09:47:46.520321+00:00,,,,,,False,False
ase-d1b537ea,SEVERIANO NORBERTO SANTANA PUJADAS,1397260863,0982302450,ubustamante@example.com,2025-01-14T09:47:46.520321+00:00,,,,,,False,False
ase-8086c53c,MATÍAS GRACIELA JARA PERELLÓ,1714164775,0988297450,jacintasanchez@example.org,2025-11-07T09:47:46.520321+00:00,,,,,,False,False
ase-c1580f00,CIRIACO PAZ BLÁZQUEZ BUENDÍA,1793394260,0985113103,vbarcena@example.net,2025-10-18T09:47:46.520321+00:00,,,,,,False,False
ase-7bbb0e50,RAMÓN OCTAVIA CASTILLO BARREDA,0173560289,0983838272,herminia16@example.com,2025-05-05T09:47:46.520321+00:00,,,,,,False,False
ase-b0dc496a,SAMANTA GRACIELA ROCHA AZNAR,1372415804,0988598111,eli45@example.org,2025-01-21T09:47:46.520321+00:00,,,,,,False,False
ase-5dbf0b1f,CRESCENCIA ANUNCIACIÓN GARCIA CORTES,1832520277,0983843085,ggomez@example.com,2025-01-15T09:47:46.520321+00:00,,,,,,False,False
ase-a8f2fad8,RAMONA CAYETANA PEDRERO CARDONA,0151746937,0983627192,consuela36@example.net,2025-04-27T09:47:46.520321+00:00,,,,,,False,False
ase-09055f99,MARÍA FERNANDA OLIVIA AMO LASTRA,1751870192,0999320532,escribanoleandro@example.net,2025-03-08T09:47:46.520321+00:00,,,,,,False,False
ase-547743dd,MARÍA BELÉN MARTIN NICOLÁS OROZCO,0763238057,0986654843,escuderoruth@example.org,2026-01-10T09:47:46.520321+00:00,,,,,,False,False
ase-7fcb6a09,CLARISA GEMA PÉREZ BAÑOS,1323676961,0990119435,manuanglada@example.org,2025-03-04T09:47:46.520321+00:00,,,,,,False,False
ase-626629d5,MARGARITA BERNARDA GARRIDO PEÑALVER,0985958181,0981378051,vsantiago@example.org,2025-08-24T09:47:46.520321+00:00,,,,,,False,False
ase-f86260df,RAFAEL MATEO MORATA BLAZQUEZ,0667495923,0992434295,cortesfausto@example.net,2026-01-13T09:47:46.520321+00:00,,,,,,False,False
ase-630d334a,AUGUSTO ILEANA BILBAO LLADÓ,0696911784,0991449818,frodrigo@example.net,2026-02-11T09:47:46.520321+00:00,,,,,,False,False
ase-a77243bd,VASCO SEVERINO LLANO GARRIGA,0775793759,0983541296,ochoatito@example.org,2025-07-11T09:47:46.520321+00:00,,,,,,False,False
ase-2d76c95e,LORETO IRENE TORRECILLA ÁGUILA,1895306788,0995426292,artemio36@example.net,2025-02-20T09:47:46.521321+00:00,,,,,,False,False
ase-14aa2d72,BARTOLOMÉ ADRIÁN FUENTE MATA,0168450095,0985910175,maria-fernandacervantes@example.com,2025-02-07T09:47:46.521321+00:00,,,,,,False,False
ase-c941899b,LUIS MIGUEL NACIO CARRETERO AGUILERA,0697302916,0989062461,lros@example.org,2025-04-08T09:47:46.521321+00:00,,,,,,False,False
ase-265f76c4,RICARDO BERTA GRAU VALL,0674893936,0995598575,calixto60@example.com,2025-07-09T09:47:46.521321+00:00,,,,,,False,False
ase-8bd5f03a,ALEJO ÁNGEL BERMEJO MILLÁN,1153258988,0988237450,tquiroga@example.net,2026-01-04T09:47:46.521321+00:00,,,,,,False,False
ase-c36036e1,SILVESTRE LUIS MIGUEL CARDONA QUIRÓS,1170505620,0988182699,morcillofrancisco-javier@example.net,2025-01-29T09:47:46.521321+00:00,,,,,,False,False
ase-e20de2c4,ÉDGAR PAZ PAREDES BORJA,1286483924,0992716770,pcamacho@example.com,2025-08-29T09:47:46.521321+00:00,,,,,,False,False
ase-59cebc62,DOLORES SALVADOR ZAMORA BERMÚDEZ,1776344695,0990905665,vmenendez@example.com,2025-11-16T09:47:46.521321+00:00,,,,,,False,False
ase-d79b4f75,ISMAEL NAZARIO DIÉGUEZ BENITO,1238470244,0991905950,vianaguillermo@example.com,2025-10-08T09:47:46.521321+00:00,,,,,,False,False
ase-7267aa0d,PASCUAL LUCÍA COLOMA GUZMAN,1847535126,0989270035,colljose-maria@example.org,2025-05-09T09:47:46.521321+00:00,,,,,,False,False
ase-a1202b36,FULGENCIO ELIGIA CORONADO BENET,1779340535,0986410789,maria-teresauribe@example.com,2026-01-05T09:47:46.521321+00:00,,,,,,False,False
ase-f0c5f53b,MARISELA CINTIA SANCHEZ MORALEDA,1364549859,0996393952,eutropio71@example.com,2025-05-09T09:47:46.521321+00:00,,,,,,False,False
ase-aa821fac,VASCO EVANGELINA MATEO LLOBET,1373900135,0996469231,ortizanunciacion@example.org,2025-07-03T09:47:46.521321+00:00,,,,,,False,False
ase-26787e43,MARTÍN ÍÑIGO SANS ARELLANO,1722489409,0989872907,peinadopaz@example.com,2025-10-27T09:47:46.521321+00:00,,,,,,False,False
ase-35c884f2,CARMELO FILOMENA BOSCH VENDRELL,0742655866,0990274569,lsevillano@example.net,2025-03-15T09:47:46.521321+00:00,,,,,,False,False
ase-2b3e2425,MÁXIMA MAMEN ARMENGOL SANDOVAL,1873519947,0998571470,modestotamarit@example.net,2025-05-22T09:47:46.521321+00:00,,,,,,False,False
ase-cca6b0f7,EUTROPIO BERNABÉ SANJUAN CALDERÓN,1867110154,0998467972,lidia18@example.net,2025-09-01T09:47:46.521321+00:00,,,,,,False,False
ase-b77f8bdd,FRANCISCO JOSE ANÍBAL HUGUET RÍO,1870900658,0989090446,hzamora@example.net,2025-09-14T09:47:46.521321+00:00,,,,,,False,False
ase-d1da1e15,FEDERICO PRUDENCIO PERALTA LUNA,1140942292,0984048539,xrebollo@example.com,2025-02-13T09:47:46.521321+00:00,,,,,,False,False
ase-e086783b,IRIS ELBA BADÍA NADAL,1352352128,0984011591,murciaciriaco@example.net,2025-02-02T09:47:46.521321+00:00,,,,,,False,False
ase-141429c4,IRENE ROLANDO LUZ INIESTA,0634850391,0986427048,nazariobertran@example.net,2025-10-30T09:47:46.521321+00:00,,,,,,False,False
ase-d696fa22,GRACIA EPIFANIO OLMO MENÉNDEZ,1247111151,0999783253,mcastello@example.net,2025-01-24T09:47:46.521321+00:00,,,,,,False,False
ase-b32bf797,CESAR MARTÍN PEÑAS MOYA,0690099897,0989495860,herminiazurita@example.org,2025-12-28T09:47:46.521321+00:00,,,,,,False,False
ase-fae2465a,FLAVIA HERMINIA RODA VERDUGO,1349761527,0987633068,alejandro54@example.org,2025-08-17T09:47:46.521321+00:00,,,,,,False,False
ase-fc10cd42,IKER NÉSTOR TORRE FERNANDEZ,0150569669,0980474740,emigdiocortina@example.org,2025-02-20T09:47:46.521321+00:00,,,,,,False,False
ase-b4087927,MANOLO RAFAELA CADENAS VERA,0626989677,0989204360,navarrosarita@example.net,2026-01-25T09:47:46.521321+00:00,,,,,,False,False
ase-f694e4e0,ELEUTERIO EDELMIRA PEÑAS CORREA,1784270583,0989802479,gerardodaza@example.net,2025-02-25T09:47:46.521321+00:00,,,,,,False,False
ase-bdf28497,URBANO ARMANDO REIG PASTOR,0195613415,0996471155,vicentelopez@example.net,2025-12-27T09:47:46.521321+00:00,,,,,,False,False
ase-7b58cf05,MIGUELA VIDAL GUILLÉN HARO,1787049595,0989540844,nydia73@example.com,2025-06-22T09:47:46.521321+00:00,,,,,,False,False
ase-3128a492,IRENE CONCEPCIÓN SAEZ SERRANO,1269118721,0991432194,mayte68@example.net,2025-11-15T09:47:46.521321+00:00,,,,,,False,False
ase-4eabdb59,SILVIO FELIX FLORES CHACÓN,1743887075,0996029931,baldomero75@example.net,2025-12-21T09:47:46.521321+00:00,,,,,,False,False
ase-e9faae6a,CRISTIAN LEONOR VILLALOBOS CASANOVAS,0963782042,0996500276,celso24@example.com,2026-01-11T09:47:46.521321+00:00,,,,,,False,False
ase-00c5005f,VICENTA ARMIDA COLOM RUIZ,1730364454,0985006240,gironaolga@example.com,2025-05-05T09:47:46.521321+00:00,,,,,,False,False
ase-01ad83d3,SOLEDAD PACO AMOR RIBERA,1121432787,0988327906,prietoani@example.com,2025-12-19T09:47:46.521321+00:00,,,,,,False,False
ase-ea5f9936,JONATAN ROLANDO BILBAO PERERA,0665857931,0987572803,amaromontalban@example.org,2025-01-16T09:47:46.521321+00:00,,,,,,False,False
ase-4948db8b,PRIMITIVA LIDIA NARANJO COLL,0661053474,0995116756,antoniomadrid@example.com,2025-07-06T09:47:46.522321+00:00,,,,,,False,False
ase-ff374b52,JOSEFA PAZ CHAMORRO SOMOZA,1188990506,0994389141,fadadia@example.org,2025-09-14T09:47:46.522321+00:00,,,,,,False,False
ase-d0ec2c7c,JOSÉ MARÍA ILDEFONSO CONDE ÁLAMO,1791823275,0983329726,xcantero@example.com,2025-01-23T09:47:46.522321+00:00,,,,,,False,False
ase-3dfadba8,JORDÁN MARCIAL CARRO ASENJO,1393955206,0987080830,simonsebastian@example.org,2025-10-05T09:47:46.522321+00:00,,,,,,False,False
ase-9c093eef,DAN PIEDAD VALERO ALEGRE,0931079846,0988048539,linacobo@example.com,2025-11-21T09:47:46.522321+00:00,,,,,,False,False
ase-1b90ca5a,TIMOTEO ABEL OSORIO HERNANDEZ,0620075036,0985252363,qexposito@example.net,2026-02-16T09:47:46.522321+00:00,,,,,,False,False
ase-3cfdb2c4,CHE AZUCENA PALOMO BAUZÀ,0770465583,0999924997,porterosamanta@example.com,2025-06-22T09:47:46.522321+00:00,,,,,,False,False
ase-95c9d2ae,ARMANDO FABIOLA POMBO PEREA,1114380847,0987767053,mariana05@example.org,2025-09-23T09:47:46.522321+00:00,,,,,,False,False
ase-b355581b,ONOFRE JOSE ANGEL CALLEJA MÁRQUEZ,1170939053,0982388396,arsenioortuno@example.net,2025-03-03T09:47:46.522321+00:00,,,,,,False,False
ase-42abc758,NILO ODALYS DÍEZ SOBRINO,1345507920,0999790054,zesparza@example.org,2025-03-16T09:47:46.522321+00:00,,,,,,False,False
ase-21385f02,BERNARDINO LILIA SECO ARCO,1367061186,0983851253,heriberto03@example.org,2025-05-15T09:47:46.522321+00:00,,,,,,False,False
ase-61b1ae10,MAXIMIANO MARTÍN VILLALBA PUIG,1396924061,0984999254,cisern@example.net,2025-10-04T09:47:46.522321+00:00,,,,,,False,False
ase-08ab6ad0,GRACIANO LUCHO PALAU ASENJO,0119584466,0982001120,leandro15@example.com,2025-11-25T09:47:46.522321+00:00,,,,,,False,False
ase-2fc5a9cf,TAMARA SALOMÓN SABATER POMARES,1189865458,0999099419,glauco77@example.com,2025-09-23T09:47:46.522321+00:00,,,,,,False,False
ase-5255711d,ÁMBAR NAYARA VIVES LASA,1226690465,0995726894,rodriguezcayetano@example.com,2025-03-02T09:47:46.522321+00:00,,,,,,False,False
ase-3ed546e9,ELIGIA PACÍFICA ESCRIBANO MARIN,1164023778,0989135066,cristian15@example.net,2025-06-06T09:47:46.522321+00:00,,,,,,False,False
ase-319b291f,MANOLO MARIANO SALMERÓN ROJAS,0676276072,0994688750,jennysaldana@example.com,2026-01-07T09:47:46.522321+00:00,,,,,,False,False
ase-240270da,VICTORIANO ARISTIDES OSORIO ROYO,1767985905,0990815317,feliciana01@example.net,2025-04-14T09:47:46.522321+00:00,,,,,,False,False
ase-f2fb57fd,FEBE SANTIAGO PARRA VILALTA,1113471527,0983064421,americoclavero@example.net,2025-10-23T09:47:46.522321+00:00,,,,,,False,False
ase-0fccf980,IRENE MERCHE RÍOS ARANA,1746173157,0999335640,bonifacioguzman@example.net,2026-01-28T09:47:46.522321+00:00,,,,,,False,False
ase-3666cc97,QUIQUE PORFIRIO PIÑOL ANTÚNEZ,0173149551,0997413536,irissandoval@example.com,2025-03-21T09:47:46.522321+00:00,,,,,,False,False
ase-6e302da6,RAMIRO VICENTE BENÍTEZ CERVANTES,1247333543,0986089765,romulo54@example.org,2025-04-24T09:47:46.522321+00:00,,,,,,False,False
ase-8db31441,DANILO AMANCIO ESTRADA VALERA,0795199362,0996499579,qcarranza@example.com,2026-01-02T09:47:46.522321+00:00,,,,,,False,False
ase-b6ad599b,JULIANA VICTOR MANUEL GARMENDIA MACHADO,1256702542,0993701888,hfolch@example.org,2025-08-31T09:47:46.522321+00:00,,,,,,False,False
ase-146e982c,REYNA CANDELARIO SANS DUQUE,1899943797,0983509789,zbonilla@example.net,2025-11-27T09:47:46.522321+00:00,,,,,,False,False
ase-9680d223,RAMONA MIGUEL OLIVERA BARÓN,1865250068,0996625181,tatiana42@example.net,2025-09-23T09:47:46.522321+00:00,,,,,,False,False
ase-30426b21,LEIRE ÁUREA DÁVILA PARDO,0783832717,0981231351,domingofont@example.org,2025-06-30T09:47:46.522321+00:00,,,,,,False,False
ase-16cceeb5,JORDI MORENA URIBE AMO,0952213778,0988469100,casandra95@example.com,2025-09-05T09:47:46.522321+00:00,,,,,,False,False
ase-842266b2,NIEVES CARMEN CASTILLA BOIX,0964247457,0997266984,mendozaromulo@example.net,2026-02-17T09:47:46.522321+00:00,,,,,,False,False
ase-2198b8eb,LOIDA ALEJANDRA ZARAGOZA REIG,0672005415,0993866287,ibenavent@example.com,2026-01-21T09:47:46.522321+00:00,,,,,,False,False
ase-5f955e0c,FELISA CANDELARIO SANDOVAL SOLANO,1379583757,0992139300,eduardo89@example.org,2025-04-05T09:47:46.522321+00:00,,,,,,False,False
ase-9b15b18d,MARÍA JESÚS EFRAÍN ROSELLÓ VALVERDE,1293940940,0994832433,casanovaaura@example.org,2025-01-24T09:47:46.522321+00:00,,,,,,False,False
ase-e5b635b1,MARCO FIDEL CÁCERES MORA,1737321124,0988960920,osvaldovillena@example.com,2025-05-12T09:47:46.522321+00:00,,,,,,False,False
ase-01c39030,RAQUEL CAYETANO IGLESIA FERRÁNDIZ,0148658617,0994700736,edgardo49@example.net,2025-02-25T09:47:46.522321+00:00,,,,,,False,False
ase-0dfb71a1,CIRO ANI DOMINGO CORREA,1226297533,0980968697,genovevanebot@example.net,2025-04-01T09:47:46.522321+00:00,,,,,,False,False
ase-a8d2e5f0,ARIEL PAOLA ANDRADE BERTRÁN,1331257157,0990427044,landaflorina@example.org,2025-05-11T09:47:46.522321+00:00,,,,,,False,False
ase-1664e67b,MARÍA FERNANDA CONCHA RIERA ANGLADA,1784121929,0993689895,pmanjon@example.com,2026-01-01T09:47:46.52332+00:00,,,,,,False,False
ase-c2702274,ALMUDENA JOSE IGNACIO RAMIS MARTORELL,1325228493,0995483621,sbeltran@example.org,2025-12-19T09:47:46.52332+00:00,,,,,,False,False
ase-320df147,FAUSTO VALERIO RICART TOMÉ,0176890827,0989793248,vfrias@example.net,2025-06-02T09:47:46.52332+00:00,,,,,,False,False
ase-f3c8a78a,ERNESTO MATÍAS MONTAÑA OJEDA,1165766169,0996189999,wcastrillo@example.com,2025-06-21T09:47:46.52332+00:00,,,,,,False,False
ase-f628c1e6,ARÁNZAZU CHITA CAMINO MONTAÑA,1371308842,0998497386,adelaidacarvajal@example.com,2025-12-05T09:47:46.52332+00:00,,,,,,False,False
ase-94bb6b81,VINICIO JOSE MIGUEL CHICO CABALLERO,0735583290,0997053734,manriquerodrigo@example.net,2025-01-31T09:47:46.52332+00:00,,,,,,False,False
ase-c69304fe,SILVIO JOSE RAMÓN CUESTA MORÁN,0119369750,0989269324,goyo27@example.net,2025-01-18T09:47:46.52332+00:00,,,,,,False,False
ase-794d61c9,ADELIA ANDREA MENDEZ VALENCIA,0755617282,0997036849,boschruben@example.net,2025-10-04T09:47:46.52332+00:00,,,,,,False,False
ase-99c289cd,ZACARÍAS JOSE ANGEL GARRIDO OSORIO,1747962005,0990017871,ayusolope@example.com,2025-04-23T09:47:46.52332+00:00,,,,,,False,False
ase-07ee607d,EDELMIRA SOFÍA SOSA MACIAS,1229944139,0994983644,campostomas@example.org,2025-05-18T09:47:46.52332+00:00,,,,,,False,False
ase-c1ed0929,SOFÍA JUAN LUIS PAZ QUINTANA,1256321751,0991154833,artemio60@example.net,2025-05-11T09:47:46.52332+00:00,,,,,,False,False
ase-b055fa50,CHITA GUIOMAR PAREJA MALO,0660628276,0995278829,pomaresanna@example.com,2025-09-06T09:47:46.52332+00:00,,,,,,False,False
ase-01813626,MARÍA CRISTINA CARMELITA LOSA CARRERA,1342051937,0999186345,cletoprada@example.com,2025-08-05T09:47:46.52332+00:00,,,,,,False,False
ase-42bb66af,NARCISA NORBERTO PAVÓN COBOS,1365133300,0981464560,eligiaverdu@example.com,2025-09-08T09:47:46.52332+00:00,,,,,,False,False
ase-b83a73d7,ANGELITA APOLINAR ARRIETA ARIAS,1261167978,0992954653,leyreminguez@example.com,2025-03-15T09:47:46.52332+00:00,,,,,,False,False
ase-c95f185e,AURELIA YAGO COMPANY VILLALBA,0176481885,0981242172,naciomontalban@example.org,2025-12-15T09:47:46.52332+00:00,,,,,,False,False
ase-74d18a09,RUBÉN ENCARNITA MARTÍNEZ NAVARRETE,0689212676,0991139893,emari@example.org,2025-12-28T09:47:46.52332+00:00,,,,,,False,False
ase-66508a03,RAFA NATANAEL CANALS RIERA,1223383077,0997647989,natividad09@example.com,2025-06-29T09:47:46.52332+00:00,,,,,,False,False
ase-9009d074,JUAN MANUEL GABRIELA GOÑI AZNAR,1729348212,0993756599,hdonaire@example.net,2025-03-19T09:47:46.52332+00:00,,,,,,False,False
ase-63902fb1,LORENA ESTEFANÍA PINTO COLOMA,0120043277,0995753490,amilcarcanet@example.org,2025-01-13T09:47:46.52332+00:00,,,,,,False,False
ase-cc73aa4e,ALEJO VALERO MIR RIQUELME,1155440919,0993337327,sevefrias@example.com,2025-03-22T09:47:46.52332+00:00,,,,,,False,False
ase-211142d5,ANGÉLICA MATILDE SOTO BARRIOS,0954099326,0997905393,aureliagalan@example.net,2025-08-07T09:47:46.52332+00:00,,,,,,False,False
ase-2fe2c088,MORENO GLORIA TEJERA ZARAGOZA,1894127561,0996372800,lmir@example.com,2025-05-16T09:47:46.52332+00:00,,,,,,False,False
ase-1044c921,XIMENA BERTA NORIEGA PABLO,1792874006,0982295819,emilia73@example.org,2025-10-20T09:47:46.52332+00:00,,,,,,False,False
ase-cde26632,LEÓN CELESTINA MARTÍN GOMILA,1140532691,0983032627,maria-manuela43@example.net,2025-07-10T09:47:46.52332+00:00,,,,,,False,False
ase-81e0c90f,JULIE AMAYA MOLINS TENA,0995060193,0983372463,charo44@example.org,2025-07-05T09:47:46.52332+00:00,,,,,,False,False
ase-7393aadf,CONSUELA INMACULADA PINO PRAT,0150193656,0980971308,maria-teresa24@example.org,2026-01-25T09:47:46.52332+00:00,,,,,,False,False
ase-f8286001,LUCIO LIDIA BERMÚDEZ OLIVARES,1817532195,0989843789,vjerez@example.com,2025-08-18T09:47:46.52332+00:00,,,,,,False,False
ase-32e41ef0,IKER HERIBERTO LINARES LLABRÉS,1867805802,0984884511,cesarheras@example.org,2025-10-15T09:47:46.52332+00:00,,,,,,False,False
ase-bf72f5e9,AURELIANO HAYDÉE GONZALEZ GUERRERO,0665304649,0998989394,cabreraseveriano@example.com,2025-03-05T09:47:46.52332+00:00,,,,,,False,False
ase-8ce0a643,LILIANA AGUSTINA CABRERA CERVANTES,0132814819,0985874352,cruzsantos@example.net,2026-01-08T09:47:46.52332+00:00,,,,,,False,False
ase-35e48637,SILVIA SELENA TAMARIT TEJADA,0793176117,0988080906,maristelamadrigal@example.com,2025-06-08T09:47:46.52432+00:00,,,,,,False,False
ase-4aa20ce4,LUCHO FLAVIA BARRANCO BORRÁS,0141163805,0995473623,bienvenidaarcos@example.org,2025-03-28T09:47:46.52432+00:00,,,,,,False,False
ase-de30de36,SILVESTRE SOFÍA ECHEVERRÍA ARCE,1171682508,0988567342,lvalbuena@example.net,2025-03-13T09:47:46.52432+00:00,,,,,,False,False
ase-c2796ddd,SALUD ÁNGELES MANCEBO ARCOS,1772445234,0989651317,martinclementina@example.net,2025-03-08T09:47:46.52432+00:00,,,,,,False,False
ase-7a6716aa,CUSTODIO ÍNGRID NARANJO LUÍS,0631203129,0982478394,fzamora@example.org,2025-07-06T09:47:46.52432+00:00,,,,,,False,False
ase-4d6836c5,RENATA ANNA SOLÉ LLAMAS,1888862539,0990037950,nydiacapdevila@example.com,2025-03-27T09:47:46.52432+00:00,,,,,,False,False
ase-fbf885f7,FERMÍN LUPE SEGARRA JIMENEZ,0743567615,0995328866,albertonavas@example.com,2025-09-16T09:47:46.52432+00:00,,,,,,False,False
ase-bf604c38,CLEMENTINA ILEANA FERRANDO ECHEVARRÍA,1361632653,0996213772,groma@example.com,2025-12-25T09:47:46.52432+00:00,,,,,,False,False
ase-6f731b81,CHEMA SALVADOR BUSTOS ESTEBAN,1361185849,0999190541,albinamorales@example.org,2025-08-18T09:47:46.52432+00:00,,,,,,False,False
ase-b219aca8,ADOLFO JUAN CARLOS PLA GUTIÉRREZ,1149625201,0980736170,vlasa@example.com,2025-03-17T09:47:46.52432+00:00,,,,,,False,False
ase-d17d6ca0,DAFNE LORETO ALBERDI JURADO,0746840133,0980271722,jimena30@example.net,2025-05-04T09:47:46.52432+00:00,,,,,,False,False
ase-4c66fac3,DIEGO ADELA MELERO CUESTA,1791390501,0996667401,tvalverde@example.com,2025-09-24T09:47:46.52432+00:00,,,,,,False,False
ase-d8c4b70f,JENNY DESIDERIO MARQUEZ PEDRERO,1391478884,0991821929,isidorocanellas@example.com,2025-10-28T09:47:46.52432+00:00,,,,,,False,False
ase-6577a34a,EZEQUIEL WÁLTER PEREIRA RICART,1393334601,0988409639,wgil@example.org,2025-03-07T09:47:46.52432+00:00,,,,,,False,False
ase-4e87af86,IRMA MARISELA BILBAO ZARAGOZA,0194322033,0983260280,talvarez@example.com,2025-04-02T09:47:46.52432+00:00,,,,,,False,False
ase-32775de4,CASEMIRO YÉSSICA CAPARRÓS BARRIO,1751464269,0994791571,constanzaconde@example.org,2026-01-31T09:47:46.52432+00:00,,,,,,False,False
ase-e48e0772,NACIO RICARDA VIÑA SALA,1827637794,0983024374,fuertesliliana@example.net,2025-09-19T09:47:46.52432+00:00,,,,,,False,False
ase-1410cfaf,AMAYA CIRIACO VICENS SALINAS,1865767881,0985893502,santanaeligio@example.net,2025-11-07T09:47:46.52432+00:00,,,,,,False,False
ase-0bc26afd,SEVERO YAGO BARCO SEVILLA,0182398083,0992276141,loreto06@example.com,2025-05-22T09:47:46.52432+00:00,,,,,,False,False
ase-0b888dcd,OLGA ABRAHAM GIBERT BELTRAN,0646578001,0985521194,rodaomar@example.net,2025-10-09T09:47:46.52432+00:00,,,,,,False,False
ase-0768443f,BERNARDO CAMILA BARRENA BAYÓN,1249613214,0991365397,sangulo@example.com,2025-12-21T09:47:46.52432+00:00,,,,,,False,False
ase-e4c9cb82,GERALDO MARÍA JOSÉ CERDÁ RIVERA,1220106509,0984723021,tatiana67@example.com,2025-01-27T09:47:46.52432+00:00,,,,,,False,False
ase-1d0705c0,REMIGIO CECILIO CAÑAS OLIVERAS,1363339667,0998700308,escalonabrigida@example.com,2025-08-14T09:47:46.52432+00:00,,,,,,False,False
ase-5953548d,BENIGNA EDU GISBERT ACEVEDO,0962958901,0980467032,martinabigail@example.net,2025-10-05T09:47:46.52432+00:00,,,,,,False,False
ase-a192051d,LOIDA CANDELAS RODRIGO PINILLA,0626587799,0995260086,jose-miguelserna@example.com,2025-08-13T09:47:46.52432+00:00,,,,,,False,False
ase-04763cab,FABIÁN LEONCIO FABREGAT CARBAJO,1188458327,0992785094,riusencarnacion@example.org,2025-03-28T09:47:46.52432+00:00,,,,,,False,False
ase-f8375bbf,JOSE ANGEL HILARIO BAUTISTA CABRERO,1824541967,0987845761,salomelba@example.net,2025-06-21T09:47:46.52432+00:00,,,,,,False,False
ase-15b38975,JULIANA SALUD ATIENZA HIERRO,1793154172,0998837705,quesadavalentin@example.org,2025-09-03T09:47:46.52432+00:00,,,,,,False,False
ase-d4c7135e,CALISTA ISAAC BARBERO CHAVES,1396926431,0982121211,joaquin95@example.net,2025-03-29T09:47:46.52432+00:00,,,,,,False,False
ase-cd9af5de,ELBA MARÍA TERESA MONTES GÁLVEZ,1250559278,0993700135,sarita28@example.org,2025-12-20T09:47:46.52432+00:00,,,,,,False,False
ase-d550364b,SEVERIANO MARCELO LLOPIS BARRERA,0116086345,0981248631,eugeniaroldan@example.net,2025-09-15T09:47:46.52432+00:00,,,,,,False,False
ase-9c8f4a0c,ANA SOFÍA ASDRUBAL OCAÑA PIQUER,1225585427,0983261222,josefina66@example.org,2025-10-20T09:47:46.52432+00:00,,,,,,False,False
ase-98a34b26,MARCELO RENATO ESPEJO SÁENZ,0628208520,0993040790,reinagomis@example.com,2025-06-30T09:47:46.52432+00:00,,,,,,False,False
ase-e9a96321,ROSA LAURA COBOS SIERRA,1899991136,0998125852,reysigfrido@example.net,2025-07-18T09:47:46.52432+00:00,,,,,,False,False
ase-a5aa4db6,BENITA ELOY PONT HERRERO,0165684858,0983322614,herminio51@example.com,2025-06-12T09:47:46.52432+00:00,,,,,,False,False
ase-6cd4d68e,REBECA RAIMUNDO BRU FARRÉ,0747546086,0981097776,ledesmarene@example.net,2025-03-01T09:47:46.525321+00:00,,,,,,False,False
ase-d79dd036,ELODIA ELISA ARIZA BELTRAN,1839161443,0994877467,nildagaya@example.com,2025-07-05T09:47:46.525321+00:00,,,,,,False,False
ase-71ffb547,HORACIO RUTH MÉNDEZ MATEO,1358678896,0983333787,galangoyo@example.net,2025-03-03T09:47:46.525321+00:00,,,,,,False,False
ase-aece01ee,DESIDERIO MARGARITA TEJERO HERRERA,1883076970,0992035097,reguloheras@example.net,2026-01-17T09:47:46.525321+00:00,,,,,,False,False
ase-36c99d50,MODESTO MAURA LUNA PINTOR,0747028180,0986368918,tpalomar@example.com,2025-12-17T09:47:46.525321+00:00,,,,,,False,False
ase-1c4f3b94,PLÁCIDO ARMIDA VALENCIA SOLANO,1222304198,0987117090,soriamaria@example.com,2025-03-26T09:47:46.525321+00:00,,,,,,False,False
ase-8dfccd71,YAIZA HERMINIO PELÁEZ MILLA,1716788532,0991190710,karroyo@example.org,2025-10-16T09:47:46.525321+00:00,,,,,,False,False
ase-4f0b3c08,MANUELA ESTEBAN ALEGRE JULIÁN,0185776373,0986885556,jmarquez@example.org,2026-01-13T09:47:46.525321+00:00,,,,,,False,False
ase-4182a054,NARCISO JEREMÍAS PINO HOYOS,0637804191,0999675751,qnebot@example.com,2025-10-30T09:47:46.525321+00:00,,,,,,False,False
ase-c3dff3a1,LORETO FELISA TRUJILLO SERNA,1354098516,0984951096,luzortuno@example.org,2025-04-18T09:47:46.525321+00:00,,,,,,False,False
ase-9915f9c0,ENRIQUE LOLA TORRES ESPEJO,1747215199,0984854922,zamoraanastasio@example.org,2025-12-13T09:47:46.525321+00:00,,,,,,False,False
ase-38c27334,OLIMPIA GUIOMAR ATIENZA AGUDO,0643642236,0985855151,ocervantes@example.org,2025-12-23T09:47:46.525321+00:00,,,,,,False,False
ase-23db0bc7,BORJA LAURA CORBACHO AGULLO,1727690330,0980498629,anselmasarmiento@example.com,2025-08-18T09:47:46.525321+00:00,,,,,,False,False
ase-2bc34868,BENITO ESMERALDA TOMAS TORRENTS,1389034501,0990863967,agudobernardita@example.net,2026-02-09T09:47:46.525321+00:00,,,,,,False,False
ase-eb71c557,SERGIO ALBANO ALEGRIA ÁVILA,0145617024,0981758219,blanca40@example.net,2025-12-15T09:47:46.525321+00:00,,,,,,False,False
ase-feac1a56,ODALIS JOSÉ ROS ESCOBAR,0780610004,0983813437,barcenaazucena@example.org,2025-02-01T09:47:46.525321+00:00,,,,,,False,False
